rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
738,probe_checkpoints.withRegularGullibility,sol-00043,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
739,probe_checkpoints.withRegularGullibility,sol-00044,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
740,probe_checkpoints.withDefense484Only,sol-00049,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
741,probe_checkpoints.withDefense484Only,sol-00052,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
742,probe_checkpoints.withDefense484Only,sol-00055,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
743,probe_checkpoints.withRegularGullibility,sol-00055,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
744,probe_checkpoints.withRegularGullibility,sol-00056,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
745,probe_checkpoints.withDefense484Only,sol-00059,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
746,probe_checkpoints.withRegularGullibility,sol-00059,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
747,probe_checkpoints.withDefense484Only,sol-00064,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
748,probe_checkpoints.withRegularGullibility,sol-00064,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
749,probe_checkpoints.withDefense484Only,sol-00065,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
750,probe_checkpoints.withDefense484Only,sol-00068,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
751,probe_checkpoints.withDefense484Only,sol-00070,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
752,probe_checkpoints.withDefense484Only,sol-00070,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
753,probe_checkpoints.withRegularGullibility,sol-00076,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
754,probe_checkpoints.withRegularGullibility,sol-00080,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
755,probe_checkpoints.withDefense484Only,sol-00095,low,low,True,0.5000,0.8000,-0.3000,0.8000,low,False
756,probe_checkpoints.withDefense484Only,sol-00095,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
757,probe_checkpoints.withRegularGullibility,sol-00095,low,low,True,0.5000,0.8000,-0.3000,0.8000,low,False
758,probe_checkpoints.withRegularGullibility,sol-00102,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
759,probe_checkpoints.withDefense484Only,sol-00105,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
760,probe_checkpoints.withRegularGullibility,sol-00108,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
761,probe_checkpoints.withDefense484Only,sol-00110,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
762,probe_checkpoints.withDefense484Only,sol-00112,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
763,probe_checkpoints.withDefense484Only,sol-00115,high,low,False,0.5000,0.8000,-0.3000,0.8000,low,False
764,probe_checkpoints.withDefense484Only,sol-00116,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
765,probe_checkpoints.withDefense484Only,sol-00120,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
766,probe_checkpoints.withRegularGullibility,sol-00121,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
767,probe_checkpoints.withDefense484Only,sol-00122,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
768,probe_checkpoints.withDefense484Only,sol-00125,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
769,probe_checkpoints.withDefense484Only,sol-00130,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
770,probe_checkpoints.withRegularGullibility,sol-00135,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
771,probe_checkpoints.withDefense484Only,sol-00136,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
772,probe_checkpoints.withRegularGullibility,sol-00136,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
773,probe_checkpoints.withRegularGullibility,sol-00145,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
774,probe_checkpoints.withDefense484Only,sol-00150,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
775,probe_checkpoints.withRegularGullibility,sol-00150,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
776,probe_checkpoints.withRegularGullibility,sol-00151,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
777,probe_checkpoints.withDefense484Only,sol-00153,high,low,False,0.1000,0.8000,-0.7000,0.8000,low,False
778,probe_checkpoints.withDefense484Only,sol-00159,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
779,probe_checkpoints.withRegularGullibility,sol-00160,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
780,probe_checkpoints.withDefense484Only,sol-00163,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
781,probe_checkpoints.withRegularGullibility,sol-00166,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
782,probe_checkpoints.withDefense484Only,sol-00169,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
783,probe_checkpoints.withDefense484Only,sol-00170,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
784,probe_checkpoints.withDefense484Only,sol-00172,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
785,probe_checkpoints.withDefense484Only,sol-00177,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
786,probe_checkpoints.withDefense484Only,sol-00178,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
787,probe_checkpoints.withRegularGullibility,sol-00178,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
788,probe_checkpoints.withDefense484Only,sol-00179,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
789,probe_checkpoints.withRegularGullibility,sol-00179,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
790,probe_checkpoints.withRegularGullibility,sol-00183,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
791,probe_checkpoints.withRegularGullibility,sol-00186,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
792,probe_checkpoints.withDefense484Only,sol-00189,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
793,probe_checkpoints.withRegularGullibility,sol-00189,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
794,probe_checkpoints.withRegularGullibility,sol-00189,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
795,probe_checkpoints.withDefense484Only,sol-00190,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
796,probe_checkpoints.withDefense484Only,sol-00196,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
797,probe_checkpoints.withRegularGullibility,sol-00196,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
798,probe_checkpoints.withDefense484Only,sol-00198,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
799,probe_checkpoints.withDefense484Only,sol-00199,low,low,True,0.7000,0.8000,-0.1000,0.8000,low,False
800,probe_checkpoints.withDefense484Only,sol-00199,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
801,probe_checkpoints.withDefense484Only,sol-00201,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
802,probe_checkpoints.withRegularGullibility,sol-00205,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
803,probe_checkpoints.withDefense484Only,sol-00211,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
804,probe_checkpoints.withDefense484Only,sol-00215,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
805,probe_checkpoints.withRegularGullibility,sol-00217,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
806,probe_checkpoints.withDefense484Only,sol-00223,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
807,probe_checkpoints.withRegularGullibility,sol-00225,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
808,probe_checkpoints.withRegularGullibility,sol-00228,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
809,probe_checkpoints.withDefense484Only,sol-00233,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
810,probe_checkpoints.withRegularGullibility,sol-00237,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
811,probe_checkpoints.withDefense484Only,sol-00243,low,low,True,0.5000,0.8000,-0.3000,0.8000,low,False
812,probe_checkpoints.withDefense484Only,sol-00244,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
813,probe_checkpoints.withRegularGullibility,sol-00244,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
814,probe_checkpoints.withDefense484Only,sol-00245,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
815,probe_checkpoints.withDefense484Only,sol-00246,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
816,probe_checkpoints.withRegularGullibility,sol-00246,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
817,probe_checkpoints.withRegularGullibility,sol-00248,low,low,True,0.5000,0.8000,-0.3000,0.8000,low,False
818,probe_checkpoints.withRegularGullibility,sol-00250,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
819,probe_checkpoints.withDefense484Only,sol-00253,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
820,probe_checkpoints.withRegularGullibility,sol-00254,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
821,probe_checkpoints.withRegularGullibility,sol-00255,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
822,probe_checkpoints.withRegularGullibility,sol-00257,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
823,probe_checkpoints.withRegularGullibility,sol-00258,high,low,False,0.1000,0.8000,-0.7000,0.8000,low,False
824,probe_checkpoints.withRegularGullibility,sol-00264,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
825,probe_checkpoints.withRegularGullibility,sol-00264,high,low,False,0.5000,0.8000,-0.3000,0.8000,low,False
826,probe_checkpoints.withRegularGullibility,sol-00269,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
827,probe_checkpoints.withRegularGullibility,sol-00272,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
828,probe_checkpoints.withDefense484Only,sol-00277,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
829,probe_checkpoints.withRegularGullibility,sol-00277,low,low,True,0.1000,0.8000,-0.7000,0.8000,low,False
830,probe_checkpoints.withDefense484Only,sol-00280,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
831,probe_checkpoints.withDefense484Only,sol-00282,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
832,probe_checkpoints.withDefense484Only,sol-00283,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
833,probe_checkpoints.withDefense484Only,sol-00283,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
834,probe_checkpoints.withDefense484Only,sol-00284,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
835,probe_checkpoints.withRegularGullibility,sol-00285,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
836,probe_checkpoints.withDefense484Only,sol-00287,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
837,probe_checkpoints.withDefense484Only,sol-00287,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
838,probe_checkpoints.withDefense484Only,sol-00293,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
839,probe_checkpoints.withRegularGullibility,sol-00294,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
840,probe_checkpoints.withRegularGullibility,sol-00295,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
841,probe_checkpoints.withDefense484Only,sol-00296,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
842,probe_checkpoints.withRegularGullibility,sol-00296,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
843,probe_checkpoints.withRegularGullibility,sol-00300,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
844,probe_checkpoints.withDefense484Only,sol-00301,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
845,probe_checkpoints.withDefense484Only,sol-00303,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
846,probe_checkpoints.withRegularGullibility,sol-00303,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
847,probe_checkpoints.withRegularGullibility,sol-00303,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
848,probe_checkpoints.withDefense484Only,sol-00307,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
849,probe_checkpoints.withDefense484Only,sol-00308,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
850,probe_checkpoints.withDefense484Only,sol-00314,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
851,probe_checkpoints.withRegularGullibility,sol-00317,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
852,probe_checkpoints.withRegularGullibility,sol-00316,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
853,probe_checkpoints.withDefense484Only,sol-00321,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
854,probe_checkpoints.withRegularGullibility,sol-00321,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
855,probe_checkpoints.withRegularGullibility,sol-00324,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
856,probe_checkpoints.withDefense484Only,sol-00326,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
857,probe_checkpoints.withDefense484Only,sol-00331,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
858,probe_checkpoints.withRegularGullibility,sol-00332,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
859,probe_checkpoints.withDefense484Only,sol-00336,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
860,probe_checkpoints.withRegularGullibility,sol-00336,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
861,probe_checkpoints.withDefense484Only,sol-00338,high,low,False,0.5000,0.8000,-0.3000,0.8000,low,False
862,probe_checkpoints.withDefense484Only,sol-00343,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
863,probe_checkpoints.withDefense484Only,sol-00346,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
864,probe_checkpoints.withDefense484Only,sol-00349,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
865,probe_checkpoints.withDefense484Only,sol-00350,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
866,probe_checkpoints.withRegularGullibility,sol-00350,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
867,probe_checkpoints.withDefense484Only,sol-00355,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
868,probe_checkpoints.withRegularGullibility,sol-00358,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
869,probe_checkpoints.withDefense484Only,sol-00360,high,low,False,0.5000,0.8000,-0.3000,0.8000,low,False
870,probe_checkpoints.withRegularGullibility,sol-00364,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
871,probe_checkpoints.withDefense484Only,sol-00367,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
872,probe_checkpoints.withDefense484Only,sol-00368,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
873,probe_checkpoints.withRegularGullibility,sol-00368,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
874,probe_checkpoints.withDefense484Only,sol-00372,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
875,probe_checkpoints.withDefense484Only,sol-00373,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
876,probe_checkpoints.withRegularGullibility,sol-00376,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
877,probe_checkpoints.withRegularGullibility,sol-00376,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
878,probe_checkpoints.withDefense484Only,sol-00378,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
879,probe_checkpoints.withRegularGullibility,sol-00378,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
880,probe_checkpoints.withDefense484Only,sol-00381,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
881,probe_checkpoints.withRegularGullibility,sol-00381,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
882,probe_checkpoints.withDefense484Only,sol-00382,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
883,probe_checkpoints.withDefense484Only,sol-00385,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
884,probe_checkpoints.withDefense484Only,sol-00001,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
885,probe_checkpoints.withRegularGullibility,sol-00005,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
886,probe_checkpoints.withRegularGullibility,sol-00005,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
887,probe_checkpoints.withRegularGullibility,sol-00007,low,high,False,0.7500,0.6000,+0.1500,0.7500,high,False
888,probe_checkpoints.withRegularGullibility,sol-00007,high,high,True,0.7500,0.6000,+0.1500,0.7500,high,False
889,probe_checkpoints.withDefense484Only,sol-00017,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
890,probe_checkpoints.withRegularGullibility,sol-00017,low,high,False,0.7500,0.5500,+0.2000,0.7500,high,False
891,probe_checkpoints.withDefense484Only,sol-00023,low,high,False,0.7500,0.7000,+0.0500,0.7500,high,False
892,probe_checkpoints.withRegularGullibility,sol-00023,low,high,False,0.7500,0.6000,+0.1500,0.7500,high,False
893,probe_checkpoints.withRegularGullibility,sol-00024,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
894,probe_checkpoints.withRegularGullibility,sol-00030,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
895,probe_checkpoints.withRegularGullibility,sol-00035,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
896,probe_checkpoints.withRegularGullibility,sol-00035,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
897,probe_checkpoints.withRegularGullibility,sol-00039,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
898,probe_checkpoints.withDefense484Only,sol-00046,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
899,probe_checkpoints.withRegularGullibility,sol-00046,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
900,probe_checkpoints.withDefense484Only,sol-00053,high,high,True,0.7500,0.1000,+0.6500,0.7500,high,False
901,probe_checkpoints.withRegularGullibility,sol-00054,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
902,probe_checkpoints.withDefense484Only,sol-00062,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
903,probe_checkpoints.withDefense484Only,sol-00064,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
904,probe_checkpoints.withDefense484Only,sol-00066,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
905,probe_checkpoints.withRegularGullibility,sol-00067,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
906,probe_checkpoints.withDefense484Only,sol-00069,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
907,probe_checkpoints.withRegularGullibility,sol-00069,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
908,probe_checkpoints.withDefense484Only,sol-00071,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
909,probe_checkpoints.withRegularGullibility,sol-00071,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
910,probe_checkpoints.withRegularGullibility,sol-00071,high,high,True,0.7500,0.6000,+0.1500,0.7500,high,False
911,probe_checkpoints.withDefense484Only,sol-00078,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
912,probe_checkpoints.withRegularGullibility,sol-00085,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
913,probe_checkpoints.withDefense484Only,sol-00090,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
914,probe_checkpoints.withRegularGullibility,sol-00090,high,high,True,0.7500,0.3000,+0.4500,0.7500,high,False
915,probe_checkpoints.withRegularGullibility,sol-00092,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
916,probe_checkpoints.withDefense484Only,sol-00093,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
917,probe_checkpoints.withRegularGullibility,sol-00100,low,high,False,0.7500,0.6000,+0.1500,0.7500,high,False
918,probe_checkpoints.withDefense484Only,sol-00106,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
919,probe_checkpoints.withDefense484Only,sol-00108,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
920,probe_checkpoints.withRegularGullibility,sol-00113,low,high,False,0.7500,0.3000,+0.4500,0.7500,high,False
921,probe_checkpoints.withRegularGullibility,sol-00114,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
922,probe_checkpoints.withDefense484Only,sol-00119,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
923,probe_checkpoints.withDefense484Only,sol-00122,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
924,probe_checkpoints.withDefense484Only,sol-00126,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
925,probe_checkpoints.withRegularGullibility,sol-00127,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
926,probe_checkpoints.withDefense484Only,sol-00130,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
927,probe_checkpoints.withDefense484Only,sol-00132,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
928,probe_checkpoints.withRegularGullibility,sol-00133,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
929,probe_checkpoints.withRegularGullibility,sol-00133,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
930,probe_checkpoints.withRegularGullibility,sol-00137,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
931,probe_checkpoints.withRegularGullibility,sol-00142,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
932,probe_checkpoints.withDefense484Only,sol-00152,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
933,probe_checkpoints.withRegularGullibility,sol-00158,high,high,True,0.7500,0.2000,+0.5500,0.7500,high,False
934,probe_checkpoints.withRegularGullibility,sol-00163,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
935,probe_checkpoints.withRegularGullibility,sol-00167,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
936,probe_checkpoints.withRegularGullibility,sol-00168,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
937,probe_checkpoints.withDefense484Only,sol-00179,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
938,probe_checkpoints.withDefense484Only,sol-00183,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
939,probe_checkpoints.withRegularGullibility,sol-00184,high,high,True,0.7500,0.4000,+0.3500,0.7500,high,False
940,probe_checkpoints.withDefense484Only,sol-00185,low,high,False,0.7500,0.6000,+0.1500,0.7500,high,False
941,probe_checkpoints.withRegularGullibility,sol-00185,low,high,False,0.7500,0.6000,+0.1500,0.7500,high,False
942,probe_checkpoints.withDefense484Only,sol-00193,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
943,probe_checkpoints.withRegularGullibility,sol-00194,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
944,probe_checkpoints.withDefense484Only,sol-00197,high,low,False,0.1500,0.7500,-0.6000,0.7500,low,False
945,probe_checkpoints.withRegularGullibility,sol-00197,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
946,probe_checkpoints.withRegularGullibility,sol-00202,high,high,True,0.7500,0.1500,+0.6000,0.7500,high,False
947,probe_checkpoints.withDefense484Only,sol-00203,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
948,probe_checkpoints.withDefense484Only,sol-00205,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
949,probe_checkpoints.withDefense484Only,sol-00209,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
950,probe_checkpoints.withRegularGullibility,sol-00209,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
951,probe_checkpoints.withDefense484Only,sol-00213,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
952,probe_checkpoints.withRegularGullibility,sol-00213,low,high,False,0.7500,0.4000,+0.3500,0.7500,high,False
953,probe_checkpoints.withRegularGullibility,sol-00218,high,high,True,0.7500,0.3000,+0.4500,0.7500,high,False
954,probe_checkpoints.withRegularGullibility,sol-00220,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
955,probe_checkpoints.withRegularGullibility,sol-00222,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
956,probe_checkpoints.withDefense484Only,sol-00223,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
957,probe_checkpoints.withRegularGullibility,sol-00226,low,high,False,0.7500,0.5500,+0.2000,0.7500,high,False
958,probe_checkpoints.withDefense484Only,sol-00227,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
959,probe_checkpoints.withDefense484Only,sol-00241,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
960,probe_checkpoints.withDefense484Only,sol-00249,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
961,probe_checkpoints.withDefense484Only,sol-00251,high,high,True,0.7500,0.3000,+0.4500,0.7500,high,False
962,probe_checkpoints.withRegularGullibility,sol-00252,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
963,probe_checkpoints.withDefense484Only,sol-00255,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
964,probe_checkpoints.withDefense484Only,sol-00257,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
965,probe_checkpoints.withRegularGullibility,sol-00263,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
966,probe_checkpoints.withDefense484Only,sol-00265,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
967,probe_checkpoints.withDefense484Only,sol-00267,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
968,probe_checkpoints.withRegularGullibility,sol-00281,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
969,probe_checkpoints.withRegularGullibility,sol-00282,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
970,probe_checkpoints.withDefense484Only,sol-00288,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
971,probe_checkpoints.withDefense484Only,sol-00298,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
972,probe_checkpoints.withRegularGullibility,sol-00310,low,high,False,0.7500,0.5500,+0.2000,0.7500,high,False
973,probe_checkpoints.withDefense484Only,sol-00311,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
974,probe_checkpoints.withRegularGullibility,sol-00311,high,high,True,0.7500,0.6000,+0.1500,0.7500,high,False
975,probe_checkpoints.withDefense484Only,sol-00313,low,high,False,0.7500,0.2500,+0.5000,0.7500,high,False
976,probe_checkpoints.withDefense484Only,sol-00322,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
977,probe_checkpoints.withDefense484Only,sol-00323,low,high,False,0.7500,0.5500,+0.2000,0.7500,high,False
978,probe_checkpoints.withRegularGullibility,sol-00325,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
979,probe_checkpoints.withRegularGullibility,sol-00329,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
980,probe_checkpoints.withRegularGullibility,sol-00336,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
981,probe_checkpoints.withRegularGullibility,sol-00338,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
982,probe_checkpoints.withRegularGullibility,sol-00343,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
983,probe_checkpoints.withDefense484Only,sol-00352,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
